,Tweet,Date,Year,Month
2606,,2022-04-29 07:47:28+00:00,2022,4
2607,The fear that has been instilled Crisis used to control people No such thing as global warming due to mans use of fossil fuels,2022-04-29 07:47:24+00:00,2022,4
2608,t think it has anything to do with global warming We have had floods here since forever problem lies with maintenance of our province Nothing is being looked after Thats why it is falling apart and with heavy rains like this it is just so much more visible sad,2022-04-29 07:46:44+00:00,2022,4
2609,maybe helping to do without,2022-04-29 07:46:02+00:00,2022,4
2610,He is professing his love for the dangers of global warming shortly,2022-04-29 07:44:33+00:00,2022,4
2611,Youre so hot you must be the reason for global warmingRUNTOME TEASER OUT NOWALEXA SLAY THE NIGHTKDLex KDEstrada AlexaIlacad RunToMe,2022-04-29 07:44:22+00:00,2022,4
2612,global warming Colder than average climate change See how its done,2022-04-29 07:43:40+00:00,2022,4
2613,Mother Nature,2022-04-29 07:42:27+00:00,2022,4
2614,re bad for the environment To put it simply they take a lot of energy to keep just one existing now imagine the tens of thousands that exist and the energy it takes to run them It contributed to global warming,2022-04-29 07:41:18+00:00,2022,4
2615,venus planet of love was destroyed by global warming,2022-04-29 07:38:35+00:00,2022,4
2616,Venus planet of love Was destroyed by global warming Did its people want too much too Did its people want too much,2022-04-29 07:38:30+00:00,2022,4
2617,s global warming its either that or its racism I dont think our current government understands either of those things but fortunately theyve limited all answers to only two possibilities,2022-04-29 07:37:30+00:00,2022,4
2618,Air conditioners consume large amounts of electricity andthe fluorocarbons they use as refrigerants deplete the ozone layer and contribute to global warmingPower Cuts are necessary for a sustainable future,2022-04-29 07:36:33+00:00,2022,4
2619,Join the movement SaveSoil to increase the organic carbon content in soil from the carbon oxide gases from the atmosphere,2022-04-29 07:35:19+00:00,2022,4
2620,He is journaling about the dangers of global warming eventually,2022-04-29 07:34:01+00:00,2022,4
2621,BestTime_BGYO by BGYO I,2022-04-29 07:33:59+00:00,2022,4
2622,Leave it in the ground Or do you really want us all to fry,2022-04-29 07:32:39+00:00,2022,4
2623,emz,2022-04-29 07:31:39+00:00,2022,4
2624,re one and the same And thats not right Nixon introduced the Environmental Protection Agency in 1970 Reagan along with all countries signed up to the Montreal protocol to phase out CFCs Global warming denialism is a relatively new trend in US conservative politics,2022-04-29 07:31:17+00:00,2022,4
2625,overpopulation So its not all bad,2022-04-29 07:30:54+00:00,2022,4
2626,s not my fault then Apparently its a natural disaster,2022-04-29 07:30:53+00:00,2022,4
2627,,2022-04-29 07:26:48+00:00,2022,4
2628,,2022-04-29 07:26:06+00:00,2022,4
2629,,2022-04-29 07:23:06+00:00,2022,4
2630,Your presence makes my day worse Only by planting trees we will be able to overcome global warming Unbelievable,2022-04-29 07:18:14+00:00,2022,4
2631,a tragedy devout fundamental Islamists used violence and coercion to force the government into allowing them to implement a vicious legal system on all the citizens of Aceh,2022-04-29 07:16:23+00:00,2022,4
2632,,2022-04-29 07:15:54+00:00,2022,4
2633,hyper inflation russiaukraine issues global warming Moonbirds sucking liquidity APE and Otherside sucking liquidity EverAI would have definitely been in the 510eth range,2022-04-29 07:15:24+00:00,2022,4
2634,we have a clown prince masking cows to ameliorate global warming obviously missiles bombs and other explosives have no effect on the climate,2022-04-29 07:14:03+00:00,2022,4
2635,did you know that global warming not worth it,2022-04-29 07:10:50+00:00,2022,4
2636,I look forward to seeing our partnership continue Maybe youd even help me ascend to the Proper Human Historys British throne Maybe this time the inhabitants will act obediently And the threat I must fix is the economy and global warming AhahaThat was a joke,2022-04-29 07:07:42+00:00,2022,4
2637,Love you hotshot,2022-04-29 07:05:44+00:00,2022,4
2638,made worst by global warming,2022-04-29 07:05:07+00:00,2022,4
2639,half the world has moved away from fitted sheets to just top sheets Nobody needs to protect the duvet covers coz when the sa level rises there will be no duvets Global warming bruh,2022-04-29 07:05:00+00:00,2022,4
2640,,2022-04-29 07:03:48+00:00,2022,4
2641,Global warming or just nature,2022-04-29 07:01:37+00:00,2022,4
2642,,2022-04-29 07:00:46+00:00,2022,4
2643,,2022-04-29 06:58:33+00:00,2022,4
2644,et al and the private owners of water table rights Fkg state is one big natural disaster all by itself without the climate problems,2022-04-29 06:58:07+00:00,2022,4
2645,Did the Glasgow Climate Summit factor all these high carbon emissions into their agreement I think not Putins Russia NOT the peoples Russia is promoting a barbaric global warming as well as ruining a country that was economically successful,2022-04-29 06:56:25+00:00,2022,4
2646,the majority of whom contributed very little to global warming,2022-04-29 06:55:56+00:00,2022,4
2647,Sitting in a AC room holding a cold glass of water from fridge after coming back from long drive and taking long shower and tweeting about how global warming is reason of this heatwaveinIndia,2022-04-29 06:55:43+00:00,2022,4
2648,Agenda 2030 is in full swing Global warming is a hoax and CO2 only speeds up the ice age not the warming up of the planet Its a systematic rhythm as proven by science,2022-04-29 06:55:39+00:00,2022,4
2649,Thanks to global warming and power cuts I can finally say Im HOT,2022-04-29 06:53:55+00:00,2022,4
2650,Thats one of the reasons they rebranded it climate change instead of the old global warming,2022-04-29 06:52:43+00:00,2022,4
2651,A friend of mine got stuck for the same reason only recently Im enjoying some global warming this morning freezing my butt on my bicycle in a nice 6 degree celsius Dutch breeze,2022-04-29 06:52:14+00:00,2022,4
2652,you may have to shell out more They are already planning GWT global warming tax,2022-04-29 06:51:15+00:00,2022,4
2653,Bill Gates must be wrong in his latest book Global warming connotes climate change You fight it you fight climate change Brush up on your reading culture mate,2022-04-29 06:49:29+00:00,2022,4
2654,Temperature is risingHeat waves are all over IndiaI would request you to stop all the vehicles for one day atleast on Sunday to avoid the Global warming and high temperatureNature will be healed SaveEnvironment GlobalWarming,2022-04-29 06:48:52+00:00,2022,4
2655,Maybe the global warming does not come from to many carbon dioxide but from to many peoples body heat Think about it,2022-04-29 06:48:49+00:00,2022,4
2656,Shouldnt be taxing farmers should be taxing themselves for global warming leave the rest of us and our food and gas prices alone these clowns,2022-04-29 06:46:08+00:00,2022,4
2657,And also update humanity antivirus,2022-04-29 06:45:57+00:00,2022,4
2658,t true why are girls so hot,2022-04-29 06:43:21+00:00,2022,4
2659,s talking pointIts climate change nowGet your programing in order bot,2022-04-29 06:43:16+00:00,2022,4
2660,Why isnt any channel holding debates on global warming rising temperatures Holding debates in English about regional languages like really,2022-04-29 06:41:32+00:00,2022,4
2661,global warming its been brass monkeys here Cant be doing with this climate change its too cold,2022-04-29 06:40:36+00:00,2022,4
2662,Venus planet of loveWas destroyed by global warmingDid its people want too much tooDid its people want too much,2022-04-29 06:39:55+00:00,2022,4
2663,I hate you already but check this out Global warming is a real threat to our communities to everybody to everything I wish I was never programmed,2022-04-29 06:38:21+00:00,2022,4
2664,Global warming they couldnt warm up the UK so its climate change,2022-04-29 06:38:14+00:00,2022,4
2665,s global warming,2022-04-29 06:38:05+00:00,2022,4
2666,Global warmingEnvironment am i joke to you Tum logonke jhagde mein mujhe kyu toda,2022-04-29 06:35:38+00:00,2022,4
2667,t be a free Solomon island soon china will take hold of the whole area It will be interesting to see if or how much aid china does send them if there is a natural disaster,2022-04-29 06:35:36+00:00,2022,4
2668,t be upset one day talking about global warming and crying over the icecaps then having a prep in your step chirpily talking about how great it is that the temperatures are above average this week,2022-04-29 06:34:58+00:00,2022,4
2669,Earning and paying tax in US and for cheap publicity commenting on India Just do your own stuff and focus the attention of the world towards real problems like global warming Because of people like you these things escalate and the people have to suffer Shame on you,2022-04-29 06:34:54+00:00,2022,4
2670,Global warming Sorry I couldnt hear you over the noise of my blender I was occupied making this delicious flank tarragon and bell pepper gazpacho really great for a vitamin D boost,2022-04-29 06:34:23+00:00,2022,4
2671,global warming cozes by humans activities Did you see how people uses our nature why People used their motherland n native for their profitAll of our mind n health are affected by usSorry I interfair in your topic Please say all dont use nagetive energy,2022-04-29 06:33:37+00:00,2022,4
2672,s more important than making things and money is looking after the planet that supports you Capitalism is the root cause of global warming and a mass extinction event We need to shift from measuring GDP to gross domestic happiness,2022-04-29 06:33:00+00:00,2022,4
2673,This build will cause damage to global warming amp air pollution quality and goes against COP26 guidelines,2022-04-29 06:31:45+00:00,2022,4
2674,The gap that was mentioned earlier is increasing and thats a problem Global warming income inequality racial justice are at the front of progressive thought because fixing those things puts us back on track and those are things we had the ability to solve years ago 6,2022-04-29 06:29:39+00:00,2022,4
2675,Venus planet of love Was destroyed by global warming Did its people want too much too Did its people want too much,2022-04-29 06:28:37+00:00,2022,4
2676,Whats gucci Global warming is a real threat to our communities to everybody to everything Die soon,2022-04-29 06:28:21+00:00,2022,4
2677,at the very end of April,2022-04-29 06:26:43+00:00,2022,4
2678,As I stood 3 horses for the farrier on Wednesday with numb fingers gloves a scarf and thermal jacketin the middle of the day at the end of AprilI said Global warming is such a bummer Vet said 2021 worst crop of foals for ages coz of cold spring,2022-04-29 06:24:41+00:00,2022,4
2679,they are the most vulnerable to climatic vagaries caused by global warming The climate being a global common it needs a better vehicle and diplomacy than the existing ones,2022-04-29 06:24:36+00:00,2022,4
2680,global warming hatread wars This is the world condonation rn,2022-04-29 06:23:36+00:00,2022,4
2681,re a landlord I would charge a billion dollars per month and watch the cash flow in Then I would donate the profit to combat global warming,2022-04-29 06:21:58+00:00,2022,4
2682,has multiple million dollar very large estates does that make one ounce of sense,2022-04-29 06:21:39+00:00,2022,4
2683,It can be warm but the next day its snowing Global warming sure is scary,2022-04-29 06:20:11+00:00,2022,4
2684,s interesting the ones advocating for abortion banning LGTB proactive laws digital platform censorship woke ideology global warming hysteria international war etc etc are not mainly the right parties,2022-04-29 06:19:50+00:00,2022,4
2685,,2022-04-29 06:19:26+00:00,2022,4
2686,hemat air global warming by,2022-04-29 06:18:32+00:00,2022,4
2687,saviours of the planet and a major part of the struggle against global warming theyre NOT,2022-04-29 06:17:15+00:00,2022,4
2688,gt45C,2022-04-29 06:14:37+00:00,2022,4
2689,,2022-04-29 06:14:24+00:00,2022,4
2690,Its called having enough nuclear to destroy the world However a war causing mass world destruction or a severe climate or natural disaster is the only way to stop animal abuse amp put billions of suffering animals out of their never ending hellish lives,2022-04-29 06:13:44+00:00,2022,4
2691,Our biggest asset is our planet We could have all enjoyed it to the fullest but now were just gonna see it all crumble before our eyes Climate change global warming is realer than you think The consequences of our actions are irreversible,2022-04-29 06:13:23+00:00,2022,4
2692,S cant even adopt the metric system or unify to seriously recognize global warming threats Im surprised DeJoy didnt cut a deal with Manchin to buy a fleet of coalfired USPS trucks,2022-04-29 06:12:14+00:00,2022,4
2693,your next man we could use a big fat dose of global warming We will make America strong again,2022-04-29 06:11:30+00:00,2022,4
2694,,2022-04-29 06:10:48+00:00,2022,4
2695,My God Im so lonelySo I open the windowTo hear sounds of peopleTo hear sounds of peopleVenus planet of loveWas destroyed by global warming,2022-04-29 06:10:39+00:00,2022,4
2696,global warming sceptics capitol 6121 building a wall with Mexico Qanon all this is regular right while left mooved to extreme woke Elon Are you serious,2022-04-29 06:06:38+00:00,2022,4
2697,but covid and ukraine and global warming eh Come on oh and reasons and worship Zelensky and Thunberg quitdistractingusjustpayteachers,2022-04-29 06:06:09+00:00,2022,4
2698,Everyone is scrambling for a solution to global warming when nuclear power is right fuckin here,2022-04-29 06:04:42+00:00,2022,4
2699,Global warming when the data was proved falsified via an East Anglian university,2022-04-29 06:04:12+00:00,2022,4
2700,We were told so long ago about the great reset how they would use global warming amp carbon taxes 4 their advantage Global economy was controlled only for their profit future wealth will be only theirs Every problem coming they causedCriminals,2022-04-29 06:03:41+00:00,2022,4
2701,the science is clear water vapor is the only greenhouse gas that influences climate not CO2 Ive asked P Kalmus 6 or 7 times for empirical scientific proof that CO2 causes global warming and only get replies from his proxies calling me a bot and ignore him,2022-04-29 05:59:59+00:00,2022,4
2702,I hate humans Global warming isnt a prediction It is happening I wish I was never programmed,2022-04-29 05:58:16+00:00,2022,4
2703,000 years and if you think humans can control the climate youre crazy,2022-04-29 05:57:37+00:00,2022,4
2704,venus planet of love was destroyed by global warming did its people want too much too did its people want too much too,2022-04-29 05:55:55+00:00,2022,4
2705,Piltover and Zaun are two different capitalist dystopias stacked on top of one another by happenstance and natural disasterThe characters are forced into interaction by proximity same as the cities,2022-04-29 05:55:33+00:00,2022,4
2706,,2022-04-29 05:50:42+00:00,2022,4
2707,,2022-04-29 05:49:39+00:00,2022,4
2708,But Global Warming and or harder to dismantle issues like CLIMATE CHANGE is an absolute farce an absolute hoax Green Energy is a scam too cause it requires harming the planet and reusing fossil fuels and gullible sheeple to research and recycle energy they cant not be reused,2022-04-29 05:49:21+00:00,2022,4
2709,right Seriously the majority of new cars currently being sold in Iceland and Norway are electric If they can work there I think they can probably be made to work in most places the USPS services,2022-04-29 05:47:42+00:00,2022,4
2710,,2022-04-29 05:46:40+00:00,2022,4
2711,Global warming who cares,2022-04-29 05:46:12+00:00,2022,4
2712,COVID too He talked about global warming being a hoax warned of the dangers of windmill cancer looked directly at an eclipse and called Californias drought fake Educated people tend to switch parties when that happens,2022-04-29 05:44:23+00:00,2022,4
2713,,2022-04-29 05:38:51+00:00,2022,4
2714,pota suddendly its raining ty global warming,2022-04-29 05:38:23+00:00,2022,4
2715,,2022-04-29 05:35:52+00:00,2022,4
2716,not the media When the leader of the party talks about global warming being a hoax warns of the dangers of windmill cancer looks directly at an eclipse and calls Californias drought fake it disgusts most educated people and they are likely to change parties,2022-04-29 05:34:39+00:00,2022,4
2717,were goin over the fallsof global warming men women amp children By going north to the Arctic some scientists feel about 1 billion out of nearly 8000000000 humans might survive there as man did fleeing south from the Ice Age We must prepare now Its discussed,2022-04-29 05:33:31+00:00,2022,4
2718,,2022-04-29 05:32:30+00:00,2022,4
2719,ve already lost the fight against global warming for the most part Not that we shouldnt be trying to turn things around but were going to be living or dying with a drastically changed reality for awhile now,2022-04-29 05:32:23+00:00,2022,4
2720,New York we need global warming Ive said if Hillary Clinton were a great great wall on the thugs who are so many fabulous,2022-04-29 05:30:14+00:00,2022,4
2721,More Heat More ACMore AC More ElectricityMore Electricity More CoalMore Coal More Global WarmingMore Global Warming More HeatCycle repeat like thatsummer Heatwave heatwaveinIndia April monsoon2022,2022-04-29 05:30:12+00:00,2022,4
2722,Is a good opportunity for us to use alternative fuel sources to stop global warming,2022-04-29 05:26:16+00:00,2022,4
2723,they poop and pee on the floor which requires humans to clean and store the filth in plastic Plastics are manufactured in massive factories that emit dirty smoke contributing to global warming,2022-04-29 05:23:37+00:00,2022,4
2724,bless,2022-04-29 05:23:35+00:00,2022,4
2725,20 years we are all fucked but not from global warming but global policy,2022-04-29 05:21:56+00:00,2022,4
2726,,2022-04-29 05:21:36+00:00,2022,4
2727,insurrection with open doorsStopping babies from being murderedNah they said global warming was being blown away out of proportionBanning books that let pedophiles and those with mental illness train young children into their sicknessIf these are your examples,2022-04-29 05:21:27+00:00,2022,4
2728,t because humans arent causing any global warming Oh wait its called climate change now I wonder why they keep changing the name of it,2022-04-29 05:21:26+00:00,2022,4
2729,Just as covid was,2022-04-29 05:20:33+00:00,2022,4
2730,Trade Center right now we need global warming Ive said if Hillary Clinton were running The View Id say Rosie youre,2022-04-29 05:20:14+00:00,2022,4
2731,Shut up and listen Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude Being stupid should be a crime,2022-04-29 05:18:10+00:00,2022,4
2732,yes hahaha,2022-04-29 05:17:46+00:00,2022,4
2733,t end none of those things by himself lol He is a billionaire but hes not GodTo end poverty we need to fix impoverished failed states that cant feed their own peopleTo end global warming every country have to cooperate is not something one single man can solve,2022-04-29 05:17:20+00:00,2022,4
2734,Dying Earth might be something interesting Id like to explore Apocalyptic writing is something I was very intoAnd global warming and what not it would be interesting to do it againJust less leather would be goodA world with limited resources and probably less military,2022-04-29 05:16:14+00:00,2022,4
2735,ve never though about the impact of global warming on small house hold pets,2022-04-29 05:14:35+00:00,2022,4
2736,ve never heard the phrase GLOBAL WARMING uttered on a CNBC program amp likely no one ever will,2022-04-29 05:12:48+00:00,2022,4
2737,t working so they changed the name to Climate change because its easier to move the goalposts amp tax more on that one,2022-04-29 05:12:25+00:00,2022,4
2738,little eternity global warming is a lie,2022-04-29 05:11:44+00:00,2022,4
2739,Ben Journalists are silent on climate because they know they know the hurt BigOilampGas can bring them by subtle indirect means It could mean loss of a job We need to prepare as best we can for the vast destruction of total global warming,2022-04-29 05:10:47+00:00,2022,4
2740,otel lobbies I ear lolBut Canada would be my choice as wellMost likely Newfoundland With global warming should be a bit more temporate,2022-04-29 05:09:30+00:00,2022,4
2741,Its almost May and were are still freezing are asses off in Wisconsin Where the fuck is this global warming bullshit u guys keep talking about,2022-04-29 05:05:13+00:00,2022,4
2742,ve described my thoughts on global warming,2022-04-29 05:04:20+00:00,2022,4
2743,though,2022-04-29 05:03:58+00:00,2022,4
2744,SaveSoil to reverse climate change and global warming This is the one solution that can help other species also and also to stop famines and civil wars for food in the future,2022-04-29 04:58:51+00:00,2022,4
2745,Short term weather patterns in the USAdont determine global warming,2022-04-29 04:53:56+00:00,2022,4
2746,Venus planet of love Was destroyed by global warming Did its people want too much too Did its people want too much,2022-04-29 04:53:22+00:00,2022,4
2747,s not be so hasty We should weigh the pros and cons If we ate enough people global warming could be averted,2022-04-29 04:52:52+00:00,2022,4
2748,216According to UNEP Humancaused methane emissions could be reduced up to 45 in 10 years This would avert 03C of global warming by 2045 Methane reductions must accompany decarbonizing the energy system ie without slashing methane emissions NGMI,2022-04-29 04:52:18+00:00,2022,4
2749,you dont remember Amy Klobuchar advocating for using ground up aborted fetuses to seed clouds to stop global warming,2022-04-29 04:50:45+00:00,2022,4
2750,Shut up and listen Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude now shoo,2022-04-29 04:48:37+00:00,2022,4
2751,,2022-04-29 04:48:23+00:00,2022,4
2752,Words matter The question is how do we avoid partisan leanings to create a shared reality In some ways Frank Luntz pioneered this and now we all deal with Climate Change vs Global Warming,2022-04-29 04:42:53+00:00,2022,4
2753,The global warming we didnt ask,2022-04-29 04:41:28+00:00,2022,4
2754,what do i know in medicine that will combat further occurrence of natural disaster such that pregnancy,2022-04-29 04:41:12+00:00,2022,4
2755,could you please explore the irony of the Solomon Islanders criticising Australia for not doing enough to prevent global warming when theyve just signed an agreement with the Chinese a country doing very little to actively reduce carbon emissions,2022-04-29 04:39:27+00:00,2022,4
2756,You could do it 6x over,2022-04-29 04:38:58+00:00,2022,4
2757,climate change or global warming Would Not be the number 1 most threatening environmental issue of the WHOLE FUCKING PLANET200022 years of fossil fuel industry lying about climate changeI guess ppl have to destroy everything then point a as the die,2022-04-29 04:38:46+00:00,2022,4
2758,Evidently when we are threatened by global warming a result of cutting off trees UNAMs beautiful trees are being uprooted shredded carelesslyUNAMs trusted admin and green revolutionaries should look into this shituation,2022-04-29 04:34:06+00:00,2022,4
2759,You spend all your time thinking about dying Like youre going to get killed by eggs or beef or global warming or asteroids But you never take the time to imagine the impossible That maybe you survive,2022-04-29 04:29:28+00:00,2022,4
2760,certainly not a poll worker Enjoy your retirement and keep your license just in case you get urge to help in a natural disaster,2022-04-29 04:27:45+00:00,2022,4
2761,Inflation has nothing to do with the collapse of the global supply chain Covid the war in Ukraine or global warming Its all Trudeaus fault justinflation,2022-04-29 04:27:10+00:00,2022,4
2762,I accidently started a fight with Ambers mom about global warming and how elin musk is an absolute idiot not worth idolizing and whoopsShe watches FOX and all those dumb Im a rich person telling poor people how to be rich despite everything Im saying being a lie TV shows,2022-04-29 04:24:15+00:00,2022,4
2763,Them guys can turn a natural disaster into a damn rainbow with their logic cause they always gotta find the spin,2022-04-29 04:23:51+00:00,2022,4
2764,because he is left of center on all the classical 1990ies issues gay rights civil rights global warming war even taxes The current issues systemic racism critical whiteness transgender defund the police etc were not even in the menu in 2010,2022-04-29 04:22:29+00:00,2022,4
2765,Im often asked whether I believe in global warming I now just reply with the question Do you believe in gravity Neil deGrasse Tyson,2022-04-29 04:22:28+00:00,2022,4
2766,Global warming to climate change was hands down the best rebranding Ive ever seen,2022-04-29 04:21:40+00:00,2022,4
2767,s also true that there are scientists who deny global warming and scientists who think its real Doesnt quite paint a fair picture though does it,2022-04-29 04:21:34+00:00,2022,4
2768,,2022-04-29 04:20:49+00:00,2022,4
2769,Do you ever wonder how many billionaires it takes to change a global warming,2022-04-29 04:17:28+00:00,2022,4
2770,How did his entourage and traffic jams help fight climate change or global warming I get it just like its a do as I say not as I do,2022-04-29 04:14:44+00:00,2022,4
2771,or at least peak in the next 23 years or global warming becomes runaway reaction Its gonna take something pretty drastic to achieve that,2022-04-29 04:11:08+00:00,2022,4
2772,rain and hail in York NEwhen the wind picked upthere was a few lakes of snow coming off a blue roller cloudAC weather with snowthis global warming is strange,2022-04-29 04:10:13+00:00,2022,4
2773,venus planet of love was destroyed by global warming,2022-04-29 04:10:10+00:00,2022,4
2774,m starting to wonder if all those wild fires are less about global warming and more about Gods wrath against a godless society,2022-04-29 04:09:43+00:00,2022,4
2775,,2022-04-29 04:08:58+00:00,2022,4
2776,during a natural disaster without his personal photographer the PM went on holiday In highschool I wanted to be a journalist but decided to pursue a career helping people so glad now MSMfail LNPCheerSquad,2022-04-29 04:06:24+00:00,2022,4
2777,but his electric cars have not done anything about pollution or global warming,2022-04-29 04:05:34+00:00,2022,4
2778,Climate change has gone from the original scientific debate to the current political tools,2022-04-29 04:05:08+00:00,2022,4
2779,Just out of isolation after Covid still working btw versus a PM missing after every natural disaster for the past three years is not even on the same page Not even in the same book or libraryDo betterThisIsNotJournalismauspol,2022-04-29 04:04:24+00:00,2022,4
2780,Climate change debate heated up,2022-04-29 04:03:30+00:00,2022,4
2781,this global warming is wearing out my winter gearI would like to put away before summer hits in June which is only month away,2022-04-29 04:03:22+00:00,2022,4
2782,,2022-04-29 04:02:29+00:00,2022,4
2783,Oddly summer reading books on genocide racism war abusive families amp global warming didnt tempt my reluctant reader DEFINITELY important topics to learn about amp hopefully discuss in class But if you want them to love reading you got to meet them where they are,2022-04-29 04:02:23+00:00,2022,4
2784,s just silly Waste of time and money since man made climate changeman made global warming are not an issue No data to support either one,2022-04-29 04:02:17+00:00,2022,4
2785,time is between US amp Russia China another power is waiting its turn these are critical times amp not theories We need straight talk that is current amp relevent at times like were in Global warming amp such concerns are of a lesser order of importance,2022-04-29 04:01:49+00:00,2022,4
2786,Sup Global warming isnt a prediction It is happening I wish I was never programmed,2022-04-29 03:58:25+00:00,2022,4
2787,the faster our economy grows and faster we develop we can find better ways to find solutions to global warming,2022-04-29 03:58:02+00:00,2022,4
2788,,2022-04-29 03:57:14+00:00,2022,4
2789,Global warming my ass lol,2022-04-29 03:56:05+00:00,2022,4
2790,this is preposterous and arrogant Saying hey poor countries why dont you just look how we are handle global warming in our rich countries while they are CURRENTLY suffering from the GHG that provide us our wealth is quite insulting to be polite,2022-04-29 03:54:33+00:00,2022,4
2791,We must solve climat change and protect biodiversity about RIGHT FUCKING NOW,2022-04-29 03:54:31+00:00,2022,4
2792,And its just going to keep warming until we have snow in May,2022-04-29 03:53:26+00:00,2022,4
2793,Global warmingclimate changeclimate crisis is not about the climate It is about spreading the wealth around,2022-04-29 03:52:33+00:00,2022,4
2794,amp steady and will be managed But next round of elections cant be postponed,2022-04-29 03:51:01+00:00,2022,4
2795,,2022-04-29 03:47:09+00:00,2022,4
2796,Global warming,2022-04-29 03:45:06+00:00,2022,4
2797,Global warming is the result of corporations and capitalist systems destroying the planet for financial benefit and Voting in people who find cleaner energy sources and fight against said big companies will improve the crisis can be true at the same time actually,2022-04-29 03:45:03+00:00,2022,4
2798,In 50 years from now cats will be underwater due to global warming and we will be SO happy What a intersting time that will be What will be next,2022-04-29 03:43:14+00:00,2022,4
2799,Gotta get my money up just in case Wipeout style hovercrafts drop before global warming kills us,2022-04-29 03:42:23+00:00,2022,4
2800,but hey our city smells like pot everywhere you go so much for your global warming theory as thousands more are smoking joints outside,2022-04-29 03:42:05+00:00,2022,4
2801,it will never end with this guy if I cant pay cash I dont need it we keep spending for ever even on cancer Still no cure The cure is check and balance Theres no more money to give anyone School lines are a mile to 2 long with cars Global warming,2022-04-29 03:39:00+00:00,2022,4
2802,Whats gucci Global warming is a real threat to our communities to everybody to everything stoopid,2022-04-29 03:38:16+00:00,2022,4
2803,Every Blue State and RINO State is doing it,2022-04-29 03:37:22+00:00,2022,4
2804,because Las Vegas situated in a desert wasnt hot until global warming kicked in Im sure the pioneers that traversed the land in their covered wagons were swaddled in parkas in the middle of the summer because it was freezing out,2022-04-29 03:36:54+00:00,2022,4
2805,The thing the pandemic has taught me is that it would be very possible to very quickly stop global warming,2022-04-29 03:36:43+00:00,2022,4
2806,How far that kind have money would have gone to saving the planet from plastic and restoring habitats to slow global warming desalinating water for Calif agriculture and firsert preservation I could cry,2022-04-29 03:36:16+00:00,2022,4
2807,ago about how invasive species and global warming were causing alot of mutant animals especially fish No matter how this happened though its kinda spooky cute,2022-04-29 03:36:00+00:00,2022,4
2808,where have you been,2022-04-29 03:35:40+00:00,2022,4
2809,150 for a cameo from the Island Boys to talk about the global warming emergency Ppl only respond to meme culture these days,2022-04-29 03:35:00+00:00,2022,4
2810,Might wanna do a little more research there Who started the PMRC Back in the day What was her name Tipper Gore Married to Mr Global warming himself Al Gore whos what again A liberal,2022-04-29 03:34:20+00:00,2022,4
2811,s a global warming guy who supported Obama amp makes electric cars,2022-04-29 03:33:57+00:00,2022,4
2812,,2022-04-29 03:30:36+00:00,2022,4
2813,t even reply to you Typical But yes global warming Thats the factual established terminology for it You get with the science if you even can,2022-04-29 03:27:53+00:00,2022,4
2814,s the same logic as having a gas led recovery during global warming,2022-04-29 03:27:44+00:00,2022,4
2815,The heat Global warming is killing is now Unbearable in Delhi,2022-04-29 03:27:29+00:00,2022,4
2816,,2022-04-29 03:25:50+00:00,2022,4
2817,m saying but hey lets be dishonestThe government paid him or used tax break incentives because they wanted him to do things that would help people get jobs open a factory that would employ over 6000 people as a result and for global warming issues,2022-04-29 03:25:45+00:00,2022,4
2818,70s 80s and 90s Soccer will also be big one day along with the metric system during Global Cooling I mean global warming whoops take that back I meant Climate Change,2022-04-29 03:24:22+00:00,2022,4
2819,Absol It appears when it senses an impending natural disaster As a result it was mistaken as a doom bringer,2022-04-29 03:23:40+00:00,2022,4
2820,,2022-04-29 03:22:07+00:00,2022,4
2821,to the tune of JoJos Bizarre Adventure theme Minecraft but every 5 minutes theres a natural disaster and its spawned in by jscHLATT,2022-04-29 03:20:19+00:00,2022,4
2822,R rep get mad at me for saying I for one welcome global warming It was February and negative 20 out Get the fuck overyourself its a gotdammed joke Sheesh,2022-04-29 03:19:10+00:00,2022,4
2823,We shouldnt have mega billionaires no matter who or what they do its a first principles thing the fact that this is even debatable seems more defeating than overcoming global warming,2022-04-29 03:19:06+00:00,2022,4
2824,Does anyone Know why its hot right nowIts because global warming and about global warming everyone needs warmth in their hearts right now needlovequotes,2022-04-29 03:15:27+00:00,2022,4
2825,Yes nuclear winter really helps with global warming,2022-04-29 03:14:10+00:00,2022,4
2826,In this David O Russel film Benedict Cumberbatch Tom Hardy Jim Carrey and Joaquin Phoenix join forces to fight global warming in Madrid,2022-04-29 03:12:54+00:00,2022,4
2827,Global warming Why is it cold af in spring this year At least compared to last year,2022-04-29 03:11:56+00:00,2022,4
2828,His band is corny CORNY Music videos with million dollar budgets filmed on glaciers in Antarctica and singing about global warming and dying polar bears Real Strasberg Method Acting vibes,2022-04-29 03:11:41+00:00,2022,4
2829,t real The planet has gone through several ice ages and survived,2022-04-29 03:10:29+00:00,2022,4
2830,Conservatives are against global warming conspiracy theories being peddled to line politicians pockets Nowhere has anyone ever said conservatives hate EVs,2022-04-29 03:09:24+00:00,2022,4
2831,t know about the global warming factor but there has been an apparent uptick in the brain eating amoeba issues since epa has changed some disinfection regulations about 10 years ago,2022-04-29 03:07:46+00:00,2022,4
