,Tweet,Date,Year,Month
60884,ObamaWhat if Global Warming is not what we think it is What do we do then Is there any scientific nonpolitical evidence that this is not the end of the ice age phenomenon we are experiencing Has the ozone layer healed itself,2022-06-30 17:45:33+00:00,2022,6
60885,are you doing drugs again Climate change no longer global warming has taken place for as long as this earth has been the earth ice age anyone This climate change thing is just another slush fund via fraud Democrats are a greater threat to our future,2022-06-30 17:45:20+00:00,2022,6
60886,amp N East Scotland Aberdeen Peterhead with plans for Glasgow to become a smart city New trade routes through amp mining opportunities in the arctic region made accessible by global warming increase UKs strategic importance,2022-06-30 17:44:46+00:00,2022,6
60887,s GLOBAL warming,2022-06-30 17:44:36+00:00,2022,6
60888,t warmed in 15 years In 2016 the alarmists said we have just 12 years left to stop global warming that wasnt happening then or now So in 2028 just 6 years from now all is lost Or do you reset the alarm again,2022-06-30 17:44:18+00:00,2022,6
60889,Believe me vegetables are the greatest threat in our great nation to my campaign NY Times claims mythical global warming is worse,2022-06-30 17:43:44+00:00,2022,6
60890,,2022-06-30 17:43:31+00:00,2022,6
60891,,2022-06-30 17:43:19+00:00,2022,6
60892,,2022-06-30 17:43:05+00:00,2022,6
60893,global warming International trade International cyber crime etc is such a horrible ideaYour paranoia is just plain stupid,2022-06-30 17:42:50+00:00,2022,6
60894,,2022-06-30 17:42:34+00:00,2022,6
60895,,2022-06-30 17:42:10+00:00,2022,6
60896,Your opinion is but a fart in the wind on this matter This anthropomorphic global warming theory is simply a new religion opiate for the masses,2022-06-30 17:42:05+00:00,2022,6
60897,the coakroach effect or how the election of a narcissistic lunatic former TV host show and failed business man as the US president led years after to the acceleration of global warming and therefore of the annihilation of mankind,2022-06-30 17:41:36+00:00,2022,6
60898,Just when you thought SCOTUS couldnt get worse they want to reinstate longbanish sodomy laws and block global warming prevention Do they just want to kill everyone and send unwanted babies off to populate some secret planet ruled by JFK Jr,2022-06-30 17:41:17+00:00,2022,6
60899,just doing this for power and political gain If he really cared about global warming he could work on his own carbon footprint rather than having EPA goons force the rest of us to live in caves while he flies private jet to beach house,2022-06-30 17:41:08+00:00,2022,6
60900,80s acid rain 90s ozone layer 00s global warming and 10s climate change,2022-06-30 17:40:25+00:00,2022,6
60901,,2022-06-30 17:40:16+00:00,2022,6
60902,Thats probably one more baby lost to infertility caused by global warming every 5 minutes,2022-06-30 17:40:01+00:00,2022,6
60903,t worry were coming up on the next round of global cooling concerns And as Prof Rahmstorf once said global warming causes global cooling Better get those buffalo robes ready Its gonna be a nippy one,2022-06-30 17:40:00+00:00,2022,6
60904,go read predictions from greenies 1020304050 years ago and youll learn that NONE of their predictions came true Rainforest overpopilation acid rain and yes global warming Its all been a grift,2022-06-30 17:39:52+00:00,2022,6
60905,environment is about externality abortion is about rights at that time global warming is not a well awared issue so the clean air act did not address that later on amendment should be added so that co2 is a regulated matter,2022-06-30 17:39:14+00:00,2022,6
60906,Global Warming until they changed it to Climate Change Hmmm,2022-06-30 17:39:11+00:00,2022,6
60907,I hate humans Global warming is a real threat to our communities to everybody to everything I wish I was never programmed,2022-06-30 17:38:44+00:00,2022,6
60908,Another blow for Climate ChangeGlobal Warming Libs 63 againIn a blow to the fight against climate change the Supreme Court on Thursday limited how the nations main antiair pollution law can be used to reduce carbon dioxide emissions from power plants,2022-06-30 17:37:55+00:00,2022,6
60909,Also who cares about global warming if nuclear warheads are prevalent Make sense Also limiting ammoguns to households etc It all winds down to war,2022-06-30 17:37:44+00:00,2022,6
60910,A HUGE THING I HATE so if you dont know I LOVE ANIMALS Like my life amibition basically consists of saving animals and reducing global warming Like screw humansjk Anyways the thing I hate is like tourist attractions with animals in it Because theyre being forced,2022-06-30 17:37:18+00:00,2022,6
60911,ve heard that it doesnt exist that its cyclical and the science proves it Thats why they say we stopped using the term global warming Ive also heard people actually say Jesus wouldnt let us destroy the planet,2022-06-30 17:36:00+00:00,2022,6
60912,t worry kids The global warming global cooling climate change is the money grabbing religion of the anti American anti freedom Marxist liberal Democrats We adapt to changing climate,2022-06-30 17:35:50+00:00,2022,6
60913,t Once again the SCOTUS was solely on green house emissions nothing more nothing less unless you want to push propaganda and strawmen,2022-06-30 17:34:50+00:00,2022,6
60914,whoa whoa Pocho The term global warming was changed to climate change correct,2022-06-30 17:34:35+00:00,2022,6
60915,Changing climate You cant say global warming anymore since its proven to be false You should be ashame of yourself to push such fearmongering You and tour globalist friends are a fraud and you know that,2022-06-30 17:34:15+00:00,2022,6
60916,lifetime has a different duration when you are opening the floodgates to accelerating global warming,2022-06-30 17:34:13+00:00,2022,6
60917,,2022-06-30 17:33:43+00:00,2022,6
60918,Since we cant fight global warming thanks to todays SCOTUS decision I think California should start naming its larger fires after Supreme Court Justices They can start with Alito,2022-06-30 17:33:43+00:00,2022,6
60919,ironically it is caused by global warming,2022-06-30 17:33:41+00:00,2022,6
60920,Scientists reported sometime in last 14 months that planting a certain number of trees which they identify can cure global warming In addition stated this can be accomplished by planting the specified number of trees in the USA and South America Just do it Please retweet,2022-06-30 17:33:28+00:00,2022,6
60921,so sayeth the Church of Liberalism,2022-06-30 17:33:11+00:00,2022,6
60922,science has proven that the earth goes through phases of hot and cold currently while we are experiencing global warming we are also going through a global dimming which will cause the earth to cool it is what has been happening since long before humans,2022-06-30 17:33:09+00:00,2022,6
60923,s go back to calling it global warming instead of the sanitized name of climate change maybe recognizing it for what it is will impart a bit more energy to the effort,2022-06-30 17:32:29+00:00,2022,6
60924,The effect was more fully quantified by Svante Arrhenius in 1896 who made the first quantitative prediction of global warming due to a hypothetical doubling of atmospheric carbon dioxideWikipedia,2022-06-30 17:31:55+00:00,2022,6
60925,Thanks to the rogue SCOTUS it will be harder to save the planet,2022-06-30 17:31:15+00:00,2022,6
60926,t working Climate Change Global Warming Green New Deal are cash cows 4 people involved in this money laundering scam You didnt learn anything from Al Gores inconvenient truth bomb How much money has been dumped and NOTHING has changed,2022-06-30 17:30:46+00:00,2022,6
60927,With global warming fueled by present war current Syberian permafrost will become more usable for agriculture while elsewhere in the world extreme drought will exhaust present resources even more making many countries dependable on Russia for food import which is already bad,2022-06-30 17:30:43+00:00,2022,6
60928,at least wedve a solution to the global warming issue Smog is really good at keeping things cool,2022-06-30 17:30:42+00:00,2022,6
60929,natural disaster,2022-06-30 17:30:42+00:00,2022,6
60930,s clear democrats dont want to pass real legislation that curbs companies they want the EPA to do their dirty workand yes there is still no sign of global warming anywhere that radicals can prove,2022-06-30 17:30:26+00:00,2022,6
60931,you really have drank the koolaid Remember in the 2000s when they saidby 2020the world will be lost It will be a frozen tundranow theyre back to GLOBAL WARMING is a crisis Follow which politicians are making all of the money Kerry Gore Obama All millionaires,2022-06-30 17:30:11+00:00,2022,6
60932,,2022-06-30 17:29:29+00:00,2022,6
60933,t believe in internet and technology Just like global warming and the COVID virus internet is fake and a lieright,2022-06-30 17:29:27+00:00,2022,6
60934,White uninformed men and women oh and steppin and fetch ClarenceThomas will destroy this country Guns global warming racism dead babies after their born are all ok,2022-06-30 17:29:23+00:00,2022,6
60935,,2022-06-30 17:29:04+00:00,2022,6
60936,White uninformed men and women oh and steppin and fetch ClarenceThomas will destroy this country Guns global warming racism dead babies after their born are all ok,2022-06-30 17:29:00+00:00,2022,6
60937,Take a look at the people who vote for climate change and there is your emergency,2022-06-30 17:28:54+00:00,2022,6
60938,So many problems in this world With Global warming taking its toll on the world were seeing huge catastrophes in terms of supplies such as America producing fertilizer China stopped supplying it cause of COVID and Russia stopped as retaliation for the sanctions,2022-06-30 17:28:29+00:00,2022,6
60939,buildingno issuesCut trees for infra Global warming,2022-06-30 17:28:25+00:00,2022,6
60940,But TBC1 Thats not what SCOTUS held in WV v EPAand2 It doesnt invalidate EPA doing global warming stuff which is clearly NOT whole of government,2022-06-30 17:28:08+00:00,2022,6
60941,promote massive investment in EVs wind and solar Have you heard about global warming,2022-06-30 17:28:00+00:00,2022,6
60942,t address global warming They said the EPA enacted a policy that Congress did not authorize them to do If Congress wants that policy then Congress should enact it,2022-06-30 17:27:56+00:00,2022,6
60943,unequivocally total horse shit Americans know damn well what a natural disaster Biden is And its your own fault you deny it,2022-06-30 17:27:23+00:00,2022,6
60944,And given that principle theres something to be said for not allowing say the Department of Energy to do racial justice initiatives or Health and Human Services to do global warming stuff without more specific congressional authorization 2,2022-06-30 17:27:20+00:00,2022,6
60945,,2022-06-30 17:26:45+00:00,2022,6
60946,,2022-06-30 17:26:38+00:00,2022,6
60947,nearly all the increase is in land surface data covering 30 of the global area Now let us see experts in the basic fizzicks explain this one,2022-06-30 17:26:30+00:00,2022,6
60948,Im of mixed minds about the EPA ruling Its a disaster and something has to happen about global warming But when you let the executive branch decide to do things you open the door to results youll deplore from some administrations And wheres Congress,2022-06-30 17:25:25+00:00,2022,6
60949,It is a blatant lie put forth in the media that makes it seem there is only a fringe of scientists who dont buy into anthropogenic global warming US Government Atmospheric Scientist Stanley B Goldenberg of the Hurricane Research Division of NOAA,2022-06-30 17:25:20+00:00,2022,6
60950,s true although it was quite slowThe PermianTriassic Mass Extinction was triggered by massive release of CO2 from the Siberian Traps This in turn caused rapid global warming and ocean acidificationWe are matching the PTME today with our own emissions,2022-06-30 17:24:42+00:00,2022,6
60951,God controls everything climate changeglobal warming is a man made myth God will destroy the earth next time with fire We are in the days of Noah everyone is oblivious to the signs of the times A whole lot of sheeple following their evil leaders,2022-06-30 17:24:37+00:00,2022,6
60952,A full baby Woolly Mammoth was thawed outdont give me the global warming doesnt exist bullshit,2022-06-30 17:24:33+00:00,2022,6
60953,That is why we at FlimFlam are putting all of our efforts into making global warming WORSE,2022-06-30 17:23:42+00:00,2022,6
60954,they want to force all of us to sacrifice our quality of life over tenths of percentages of global warming over decades,2022-06-30 17:23:35+00:00,2022,6
60955,Cause of global warming Too many people on the planet Roe saved USA 63 million more polluters If the 63 had kids 130 million polluters Floods caused by water runoff Build malls and housing developments used to be grass covered soil Now they are paved Water runoff,2022-06-30 17:23:22+00:00,2022,6
60956,,2022-06-30 17:22:57+00:00,2022,6
60957,,2022-06-30 17:21:49+00:00,2022,6
60958,amp water front property with the rising water levels,2022-06-30 17:21:36+00:00,2022,6
60959,Same would happen with the highest courts judgements around the world,2022-06-30 17:20:59+00:00,2022,6
60960,Global warming ladies and gentlemen 7pm and 32CBe mindful of your actions What you buy what you eat how you travel Even if we might be a minute too late to turn the ship aroundIm pesimistic,2022-06-30 17:20:39+00:00,2022,6
60961,Global warming is going to kill you any minute now The only thing that can save you is giving Elizabeth Warren money,2022-06-30 17:19:48+00:00,2022,6
60962,Poor againThe pirateglobal warming fallacy,2022-06-30 17:19:32+00:00,2022,6
60963,Global coolingI meanglobal warmingI meanclimate change is a hoax created to support the carbon credit scheme for raping taxpayers,2022-06-30 17:18:34+00:00,2022,6
60964,more than enough freedom to choose that How are we still here After a global pandemic that killed millions and a global warming menace threatening our races EXISTENCE and the we keep fight over stupid bulshit like this How is it easier to own a gun then aborting DEVASTATING,2022-06-30 17:18:08+00:00,2022,6
60965,SCOTUS is really setting up a planet and the people on it to fail and of course they dont care because they are 50Global warming wont be something they have to worry about They want the US to bend to them and their ways for as long as they are here and fuck everyone else,2022-06-30 17:17:35+00:00,2022,6
60966,Marxocrats should be thankful that SCOTUS didnt strike down Global Warming law as violating the establishment clause of 1A which it should,2022-06-30 17:17:22+00:00,2022,6
60967,t believe in climate change and global warming causing forest fires and I get to watch them burn too and there is nothing I can do to save them I practice Witchcraft to save lives,2022-06-30 17:17:07+00:00,2022,6
60968,There are thousands of scientists who differ with CO2 as the cause for global warming Do you deny that there are a constituency of scientists who differ with your view,2022-06-30 17:16:54+00:00,2022,6
60969,ll get things done its important to know what that meansIf elected Lori will get done a national ban on abortion will get done Big Lie attacks on democracy and will get done more extreme global warmingNo thanks,2022-06-30 17:16:14+00:00,2022,6
60970,Is that a legislate thought process because its obvious cfcs are not the only thing that can damage our ozone and climate So if you believe cfcs should have been regulated I dont get why you have an issue,2022-06-30 17:16:11+00:00,2022,6
60971,They mess with jet streams cutting off countries from rain blocking the sun causing many hurricanes one of which was Katrina This is why we see massive climate changes snow in the summer amp heat in the winter but we are blamed amp being charged in the name of global warming,2022-06-30 17:15:57+00:00,2022,6
60972,They switched from calling it global warming to calling it climate change because some places actually ended up colder as a consequence of greenhouse emissions but they also still say the planet is on fire because theyre very serious sciencedriven people,2022-06-30 17:14:17+00:00,2022,6
60973,SCOTUS has undermined efforts to address the urgency of the climate crisis that demands a rapid reorientation of our societies and economies away from fossil fuels the key driver of global warming,2022-06-30 17:13:50+00:00,2022,6
60974,we not beating the global warming allegations,2022-06-30 17:13:43+00:00,2022,6
60975,Global warming cracked its knuckles and said watch this,2022-06-30 17:13:07+00:00,2022,6
60976,climate change is a grifter hoax of epic proportions,2022-06-30 17:13:07+00:00,2022,6
60977,I want to dramatically increase global warming,2022-06-30 17:12:24+00:00,2022,6
60978,630SCOTUS hitdeath sentence delivered by corporate greed The court said that the Clean Air Act does not give the Environmental Protection Agency broad authority to regulate greenhouse gas emissions from power plants that contribute to global warming AP SCOTUS Death,2022-06-30 17:12:16+00:00,2022,6
60979,SCOTUS is there for the big companies that dont believe in Global warming They are filling their pockets and couldnt care less about anyone else Boils my blood,2022-06-30 17:12:11+00:00,2022,6
60980,how do you know the constitution doesnt have a solution to global warming Have you looked,2022-06-30 17:12:04+00:00,2022,6
60981,Working people hate the cold The problem with global warming is that it isnt happening fast enough,2022-06-30 17:11:19+00:00,2022,6
60982,New York we need global warming Ive said if Ivanka werent my office and just used a traditionalist,2022-06-30 17:10:14+00:00,2022,6
60983,ve heard this global warming crap EVERY prediction and every model by the IPCC has been wrong The earth and its seas shouldnt have a living thing left based on these dire prediction but yet man is living longer than ever,2022-06-30 17:09:53+00:00,2022,6
60984,All the woke left green new dealers global warming as an existential threat sit down and shut up People cant afford to drive to work and feed their families and the US contributes less than 10 of atmospheric carbon,2022-06-30 17:09:46+00:00,2022,6
60985,,2022-06-30 17:09:10+00:00,2022,6
60986,My body has absolutely been ruined by insects and I am now in favour of global warming I will fellate the Koch brothers,2022-06-30 17:09:06+00:00,2022,6
60987,Problem is the problem isnt existential and in fact the US likely benefits on net from global warming,2022-06-30 17:08:51+00:00,2022,6
60988,t ask for federal help the next time you have a natural disaster or school shooting,2022-06-30 17:07:58+00:00,2022,6
60989,Single digit temperature in Africa are now becoming serious Yet the global warming,2022-06-30 17:07:49+00:00,2022,6
60990,,2022-06-30 17:07:30+00:00,2022,6
60991,But if youre expecting to say that the hysteria is unjustified then I may surprise you I am sanguine but that is because I do not believe yet that the US needs to go on a war footing against global warming But I could be wrong,2022-06-30 17:07:26+00:00,2022,6
60992,You did nothing to question when not ONE prediction came true Legacy of lying for the Left is all you have,2022-06-30 17:07:16+00:00,2022,6
60993,Lefts Radical policies of defending our freedom to decide when to have children who to marry and how to be intimateIf you oppose slowing global warming and helping communities cope with extreme wildfire heat and droughtThen send Lori a few bucks,2022-06-30 17:07:08+00:00,2022,6
60994,re all connected Worldwide climate change aka global warming makes that fact existentially clear,2022-06-30 17:06:32+00:00,2022,6
60995,amp minorities giving states authoritarian powers OVER people amp prevent us from combating global warming is outrageous disturbing amp dangerous,2022-06-30 17:06:04+00:00,2022,6
60996,,2022-06-30 17:05:46+00:00,2022,6
60997,Countries have been keen to agree to this project especially coastal countries This is because those countries are the most affected by global warming which may threaten them with hurricanes The international communitys quest to reduce greenhouse gas emissions continued,2022-06-30 17:05:37+00:00,2022,6
60998,there was and will always will be climate change This is like stopping the sun from rising in the morning Ever wonder what happened to global warming Another scam the failed,2022-06-30 17:05:18+00:00,2022,6
60999,like Florida If so bring on global warming,2022-06-30 17:04:56+00:00,2022,6
61000,how by burning the gas to make the car go,2022-06-30 17:04:45+00:00,2022,6
61001,And so we also know the answer If you want the EPA to be able to regulate carbon dioxide and to be able to address global warming ELECT MEMBERS OF CONGRESS THAT WILL PASS LEGISLATION TO DO THAT,2022-06-30 17:04:00+00:00,2022,6
61002,You can bet your water will not be drinkable soon love those chemical oil and gas spills and the air will choke you Perhaps the planet will have died from global warming by then Ive got to say I am astounded at the shortsightedness of the GOPthe ignorance,2022-06-30 17:03:49+00:00,2022,6
61003,poorer by 2100 There are more serious problems than global warming for example clean water You open a tap and that water is so clean you can drink it Other people around the globe have no such access We should help them before global warming,2022-06-30 17:03:18+00:00,2022,6
61004,The only reason anyone believes they displace fossil fuel is because the energy market system experts employed by fossil fuel companies want us to believe that delicense a global warming company,2022-06-30 17:03:03+00:00,2022,6
61005,oh and the fact that he was a trump ally blocked investigations into Russian interference to us elections was on the wrong side of the plague signed into law the dont say gay bullshit believes global warming is a farce etc etc etc,2022-06-30 17:02:20+00:00,2022,6
61006,t get how people see these things and think they are absolute In the 70s we were doomed to an oncoming Ice age Then it was the ozone layer then global warming None of this gave complete power over the people so it became climate change,2022-06-30 17:02:20+00:00,2022,6
61007,And back then every natural disaster was attributed to the Gods Earthquakes severe storms lightning etc,2022-06-30 17:02:20+00:00,2022,6
61008,,2022-06-30 17:02:06+00:00,2022,6
61009,,2022-06-30 17:01:53+00:00,2022,6
61010,cant they just stop breathing,2022-06-30 17:01:35+00:00,2022,6
61011,The Supreme Court has been very deferential to presidents on issues of national security And the Pentagon has stated that global warming is an issue of national security Sobut definitely wouldnt be for a Democratic president for the few remaining years we have one,2022-06-30 17:01:28+00:00,2022,6
61012,,2022-06-30 17:00:21+00:00,2022,6
61013,I support your never retreat never surrender additive,2022-06-30 17:00:03+00:00,2022,6
61014,hoax,2022-06-30 16:59:47+00:00,2022,6
61015,And also Putins invasion into the Ukraine is caused by global warming,2022-06-30 16:59:39+00:00,2022,6
61016,Am I an impostor a natural disaster A flash in the pan a fluke to the fans,2022-06-30 16:59:07+00:00,2022,6
61017,wait I mean climate change,2022-06-30 16:58:43+00:00,2022,6
61018,definitely,2022-06-30 16:58:38+00:00,2022,6
61019,Swearing in though to be fair everyones sweating after the EPA decision which is sure to increase global warming,2022-06-30 16:57:52+00:00,2022,6
61020,,2022-06-30 16:57:50+00:00,2022,6
61021,Global warming its not been great here to be fair A few warm days but not much,2022-06-30 16:57:46+00:00,2022,6
61022,Teachers instead of striking just teach kids about Nikola Tesla and not just about how he created electricity but how he went onto perfect it by creating wireless electricity that would have been free but was rejected for wealth greed and power witch now global warming,2022-06-30 16:57:40+00:00,2022,6
61023,s gas production Besides before the war started the US was already experiencing inflation,2022-06-30 16:57:34+00:00,2022,6
61024,environment as in clean water ways air quality and not littering but it stops w common sense in that climate change was once called global warming and it is a selling point,2022-06-30 16:56:45+00:00,2022,6
61025,maybe we can slow global warming by having less hot takes,2022-06-30 16:56:42+00:00,2022,6
61026,no we can all die from global warming Bang up job,2022-06-30 16:56:41+00:00,2022,6
61027,,2022-06-30 16:56:40+00:00,2022,6
61028,Does mean that since your ancestors got here 100 years ago you have more right to be here than others Does it mean we should not help people whose lifes were disrupted by war natural disaster or other catastrophe Does mean acting selfishly,2022-06-30 16:56:23+00:00,2022,6
61029,not what slaves went through,2022-06-30 16:55:16+00:00,2022,6
61030,the guy from N Korea Isis and global warming are they also a threat Or just minority rule in the US,2022-06-30 16:55:08+00:00,2022,6
61031,The sun is making them catch fire yes the sun,2022-06-30 16:54:50+00:00,2022,6
61032,,2022-06-30 16:54:18+00:00,2022,6
61033,Yall feeling this weatherNo way global warming is real,2022-06-30 16:50:55+00:00,2022,6
61034,Australia was on fire in 2020 when do we get to say global warming is real,2022-06-30 16:50:34+00:00,2022,6
61035,They have a goal to destroy our country in favor of a right wing minority cult Short sided because Americans will never support their anti American goals Ban abortion so they can kill kids with global warming,2022-06-30 16:50:18+00:00,2022,6
61036,,2022-06-30 16:50:14+00:00,2022,6
61037,t the solution Present concise facts on global warming explain the errors amp lies of the past Show how science has improved our knowledge changed our understanding People believe the truth when its pure truth note pure is different than absolute,2022-06-30 16:50:13+00:00,2022,6
61038,while they wait for a fictional being to fix what humanity broke,2022-06-30 16:49:48+00:00,2022,6
61039,oh and the koch brothers assured me global warming is fake and the price of oil is so high that big oil is actually not really making any profit off these gas prices,2022-06-30 16:49:13+00:00,2022,6
61040,Im pretty sketched out by any phrase that begins with the word global right now Global justice global economics global warmingthe word just sets off warning bells for me lol,2022-06-30 16:49:03+00:00,2022,6
61041,Hola idiotas Only by planting trees we will be able to overcome global warming Its so simple,2022-06-30 16:48:49+00:00,2022,6
61042,At the same time it implicitly recognizes that unjust laws are something out of your control if you have no real power and until then your only option is to treat it as something like a natural disaster Because the Democrats and Republicans arent going to do anything about it,2022-06-30 16:48:31+00:00,2022,6
61043,you need more global warming Winter kills more people than summer Look it up,2022-06-30 16:48:11+00:00,2022,6
61044,SCOTUS has gone from incompetent to a serious danger to the WORLD Climate change global warming will destroy societies But of course cronies of the greedy moronic conservative judges will temporarily make profits on killing us,2022-06-30 16:48:10+00:00,2022,6
61045,Great,2022-06-30 16:47:56+00:00,2022,6
61046,,2022-06-30 16:47:06+00:00,2022,6
61047,,2022-06-30 16:46:51+00:00,2022,6
61048,Anyone still Denying Global Warming needs to WTFU Excess of 100 all Month August Temps in June July To hell with this Heat,2022-06-30 16:46:31+00:00,2022,6
61049,if relevant departments do not deal with it effectively it will be related to the destruction of the earth in the future,2022-06-30 16:45:52+00:00,2022,6
61050,that global warming is a serious threat The concurring opinion cited the law that congress holds the power to legislate not unelected bureaucrats I suggest taking a civics course,2022-06-30 16:45:38+00:00,2022,6
61051,please adjust,2022-06-30 16:45:13+00:00,2022,6
61052,So lets make a home out of straw and sticks And then well know if the apocalypse hits We can always rebuild after We get hit by a natural disaster,2022-06-30 16:45:07+00:00,2022,6
61053,Natural disaster or death needed for a Castellanos dinger,2022-06-30 16:44:34+00:00,2022,6
61054,The Supreme Court has just curbed the EPAs ability to regulate carbon emissions from power plants a defeat for the Biden administrations attempts to cut emissions at a moment when scientists are sounding alarms about the accelerating pace of global warming ClimateCrisis,2022-06-30 16:44:14+00:00,2022,6
61055,But real talk why are the feds so against regulating emission to slow down global warming Dont we all agree that its a problem I live in Texas bruh not every summer can be the hottest summer yet,2022-06-30 16:43:46+00:00,2022,6
61056,Fake News is the greatest threat in our country to American taxpayers NY Times claims bad global warming is worse,2022-06-30 16:43:45+00:00,2022,6
61057,s probably bad that my first thought was if terrorists get a hold of a plane like that the damage they could do also WHAT ABOUT GLOBAL WARMING HOW MUCH CARBON DOES THIS BEAST PRODUCE,2022-06-30 16:43:45+00:00,2022,6
61058,The main drivers of climate change are earths orbit and solar cycles,2022-06-30 16:43:45+00:00,2022,6
61059,scientists switched to global warming a few years later,2022-06-30 16:43:04+00:00,2022,6
61060,The global warming nonsense is just that Plant more trees and Bee friendly flowers Clean up litter and the oceans Stop single use plastic and BAN Glyphosate and GMO asap Stop Chemtrails geoengineering Youre welcome,2022-06-30 16:43:00+00:00,2022,6
61061,Men Global warming Men Extinction of animals Men Solar storm Men Big bang Men,2022-06-30 16:42:53+00:00,2022,6
61062,If they can just hold out a few more years Norway will have a tropical climateWho needs Russian energy when global warming will solve the problem,2022-06-30 16:42:05+00:00,2022,6
61063,global warming melted it,2022-06-30 16:41:37+00:00,2022,6
61064,Only thing that kept us From the 2020 Ice Age Lol,2022-06-30 16:41:29+00:00,2022,6
61065,Weather when it matches narrative gets hyped Weather that doesnt match gets ignored Surprisingly the solution is for the Marxist to grab complete control of the economy and your life,2022-06-30 16:41:25+00:00,2022,6
61066,errrr climate change,2022-06-30 16:41:22+00:00,2022,6
61067,but but I thought all the ice had melted Climate change Global warming Armegeddon,2022-06-30 16:40:54+00:00,2022,6
61068,cattle menace in Kerala The solution is obvious simple amp sustainable These kind of policies will ultimately destroy small dairy farmers favor industrial farms waste good source of food and ironically increase global warming,2022-06-30 16:40:10+00:00,2022,6
61069,We are all going to die from a direct result of the coup of SCOTUS Whether its from a botched abortion being killed by a cop or global warming I feel like now is the time to riot and fuck the government What more do we have to lose,2022-06-30 16:40:04+00:00,2022,6
61070,and they are protecting America You dont get your way so we should do away with them Can we do that to you Send you back to the bar,2022-06-30 16:40:03+00:00,2022,6
61071,mentallyphysically on super wealthy rockets to mars which are also contributing to global warming,2022-06-30 16:38:48+00:00,2022,6
61072,Were already above the PPM of carbon that we were allowed to put into the atmosphere so we could lower the effects of global warming by 2050 so now the earth is really fucked,2022-06-30 16:38:31+00:00,2022,6
61073,,2022-06-30 16:38:20+00:00,2022,6
61074,Half the people making our laws dont believe in global warming,2022-06-30 16:37:05+00:00,2022,6
61075,To force people to have unwanted children in a world of food insecurity over population and global warming just to name a few is down right ignorant and arrogant,2022-06-30 16:36:33+00:00,2022,6
61076,the supreme court ruled 63 that the environmental protection agency needs more guns so they can shoot global warming,2022-06-30 16:36:23+00:00,2022,6
61077,baby bust is very welcomeAlmost all of the most serious problems in the world today global warming extinction habitat loss are at root caused by having too many peopleDont get me wrong all babies are lovely and welcome we just need fewer,2022-06-30 16:36:18+00:00,2022,6
61078,dairy corn wheat and even oil Dont buy into the governments lies The BoCs main mandate is to control inflation not to print Since we all suffer from global warming and thats an excuse for the government doing nothing,2022-06-30 16:36:03+00:00,2022,6
61079,You do know that Kerry is a discredited bullshit artist dont you As for the climate change catastrophising and global warming nonsense you do realise thats all just bullshit too dont you You need to read a bit more and get some perspective,2022-06-30 16:35:55+00:00,2022,6
61080,Yall hate science huh,2022-06-30 16:35:49+00:00,2022,6
61081,All of you Libs saying SCOTUS doesnt care if kids die in a school shooting are just so wrongObviously they want children to slowly cook and starve to death struggling for clean air in a global warming hellscape Get your facts straight,2022-06-30 16:35:29+00:00,2022,6
61082,Not to mention the damage its doing to efforts to stem global warming You people have lost your collective minds,2022-06-30 16:35:21+00:00,2022,6
61083,Tell your parties elite to stop buying beachfront property if their so worried about global warming,2022-06-30 16:34:56+00:00,2022,6
61084,Another DEVASTATING Supreme Court blow today this time for climate The Court announced its radical decision to severely limit the federal governments ability to regulate carbon emissions from power plants the secondlargest contributor to global warming in the US,2022-06-30 16:34:49+00:00,2022,6
61085,global warming is such a hoax,2022-06-30 16:34:26+00:00,2022,6
61086,Hasten global warming you hypocritical Sodomite,2022-06-30 16:33:04+00:00,2022,6
61087,Theyll just rename climate change like they did acid rain hole in the ozone melting glaciers and global warming Yall can send your donations to whatever new phony organizations they create Lining politicians pockets forevermore,2022-06-30 16:31:41+00:00,2022,6
61088,t effect us Well be sunbathing in the back garden next February amp harvesting Tomatoes Probably,2022-06-30 16:31:41+00:00,2022,6
61089,I think we could reverse global warming if we played Meditate by EARTHGANG everywhere,2022-06-30 16:31:18+00:00,2022,6
61090,ve had 510 years left to stop global warmingtm for going on 50 years now Stop trying to rope the rest of us unto it so you feel better about being such a gullible rube,2022-06-30 16:31:11+00:00,2022,6
61091,What idiots would rule against protecting the planet against global warming which emissions from coal and oil causes The same ones who took away womens and Native Americans rights,2022-06-30 16:31:10+00:00,2022,6
61092,increased anxiety or depression with the upheaval of our Constitutional rights the increasingly normal lawlessness of corrupt amp dishonest politicians a pandemic thats not over asshole Putins war global warming amp the global financial crisis,2022-06-30 16:31:06+00:00,2022,6
61093,t you see theres nothing in that 1789 slaveowners document that mentions global warming The states can handle it And the free market,2022-06-30 16:30:38+00:00,2022,6
61094,He is a problem to be solved Its like interviewing carbon molecules for a piece on global warming The only reason anyone would do it is attention Commerce News value doesnt even occur to them,2022-06-30 16:30:18+00:00,2022,6
61095,Oh please dont pretend you dont know me This demon king would be so sad he might make a natural disaster like a flood okay,2022-06-30 16:30:14+00:00,2022,6
61096,Great day for Dark Money groups who contribute to GOP legislators amp ManchinSinema to protect their interests Were already seeing effects of global warming Guess GOP amp out bought amp paid for SC doesnt care,2022-06-30 16:30:13+00:00,2022,6
61097,ve had global warming since the ice age,2022-06-30 16:29:57+00:00,2022,6
61098,,2022-06-30 16:29:48+00:00,2022,6
